Price,KM,HP,Automatic,CC
5600,146197,86,0,1300
5950,145996,110,0,1600
6950,143560,86,1,1300
7950,139145,73,0,2000
8950,138500,86,0,1300
7950,137741,90,0,2000
9500,137178,90,0,2000
8600,134889,72,0,2000
5950,134660,72,0,2000
7750,134539,110,0,1600
7950,131500,72,0,2000
6950,131307,110,0,1600
7250,130025,110,0,1600
6500,130000,86,0,1300
7250,128960,110,0,1600
9250,128351,110,0,1600
8250,128006,110,0,1600
7250,127159,72,0,2000
5250,126478,110,0,1600
7900,126000,110,0,1600
6900,125778,110,0,1600
7900,125400,110,0,1600
7250,124910,72,0,2000
8450,124743,110,0,1600
7950,124591,110,0,1600
7950,124057,110,0,1600
6450,123403,110,0,1600
6650,123104,110,0,1600
7950,123077,86,0,1300
7250,122820,86,0,1300
7450,122290,110,0,1600
7950,121900,110,0,1600
7250,121545,110,0,1600
8250,120474,72,0,2000
8950,120263,72,0,2000
7750,120196,110,0,1600
8500,120000,110,0,1600
7750,120000,110,0,1600
5750,115877,110,0,1600
6900,115345,110,0,1600
6500,115157,110,0,1600
6500,115000,107,1,1600
7600,114258,86,0,1300
8950,112963,72,0,2000
7450,112307,110,0,1600
7350,112000,86,0,1300
7750,111602,86,0,1300
7460,111392,110,0,1598
9250,110901,110,0,1600
7250,110887,110,0,1600
6500,110634,86,0,1300
6800,110000,110,0,1600
8700,109540,110,0,1600
7500,109263,110,0,1600
7750,107516,110,0,1600
7950,107108,110,0,1600
9950,107000,110,0,1600
6640,106250,110,0,1600
8750,106150,86,0,1300
7750,106108,110,0,1600
5950,105856,86,0,1300
6750,105152,86,0,1300
6500,105135,110,0,1600
8750,104344,110,0,1600
7950,104150,110,0,1600
6750,104000,86,0,1300
7950,103121,86,0,1300
7950,102300,86,0,1300
8950,102005,107,1,1600
7750,102000,86,0,1300
6450,101855,110,0,1600
6900,101773,110,0,1600
8450,101159,110,0,1600
6750,101000,86,0,1300
8050,100732,86,1,1300
9500,100719,110,0,1600
7750,100487,110,0,1600
8500,100458,110,0,1600
7795,100192,110,0,1600
6490,100123,110,0,1600
7950,99971,110,0,1600
6425,99397,86,0,1300
8950,99374,86,0,1300
6950,99245,110,0,1600
8750,98742,110,0,1600
8450,98154,110,0,1600
7950,98000,110,0,1600
7950,97548,86,0,1300
8900,97534,110,0,1600
8950,97494,110,0,1600
8900,97085,110,0,1600
7950,97000,110,0,1600
6495,96302,86,0,1300
7250,96000,86,0,1300
9250,96000,110,0,1600
6650,95909,110,0,1600
6990,95700,110,0,1600
7750,95651,110,0,1600
6950,95000,86,0,1300
7250,94447,110,0,1600
9950,94079,110,0,1600
9250,93841,110,0,1600
7200,93090,86,0,1300
8250,93066,110,0,1600
8950,93039,110,0,1600
8250,93000,110,0,1600
6250,92830,86,0,1300
9900,92255,107,1,1600
7300,92096,86,0,1300
8950,91921,86,0,1300
6500,91900,86,0,1300
7950,91399,110,0,1600
7450,91082,110,0,1600
7950,90370,86,0,1300
8500,90345,86,0,1300
6950,90305,86,0,1300
7950,90011,86,1,1300
6750,90000,86,0,1300
8450,89983,110,0,1600
7500,89953,110,0,1600
8750,89800,72,0,2000
8750,89739,86,0,1300
8950,89520,110,0,1600
7450,89507,86,0,1300
9200,89096,110,0,1600
8950,88700,110,0,1600
7850,88500,110,0,1600
6950,88186,72,0,2000
7200,88000,110,0,1600
7450,87743,110,0,1600
6750,87613,86,0,1300
7500,87358,110,0,1600
7450,87083,110,0,1600
7950,87000,110,0,1600
7250,87000,110,0,1600
7950,87000,86,0,1300
8250,87000,86,0,1300
8250,86860,110,0,1600
6750,86109,110,0,1600
8750,86000,86,0,1300
8950,86000,110,0,1600
8500,85864,72,0,2000
8250,85565,110,0,1600
9450,85470,107,1,1600
7950,85200,110,0,1600
7900,85000,110,0,1600
8500,84988,110,0,1600
8250,84966,110,0,1600
8250,84472,110,0,1600
8950,84402,110,0,1600
7950,84123,110,0,1600
6950,84000,110,0,1600
7250,84000,110,0,1600
7750,84000,110,0,1600
8700,83850,110,0,1600
8950,83540,110,0,1600
6750,83405,110,0,1600
7500,83291,110,0,1600
7950,83133,86,0,1300
8950,83047,86,1,1300
7950,82700,110,0,1600
7450,82675,86,0,1300
5950,82595,86,0,1300
7750,82256,110,0,1600
6950,82103,86,0,1300
8750,82021,86,0,1300
8950,82000,110,0,1600
7495,81988,110,0,1600
7750,81930,110,0,1600
6950,81663,110,0,1600
7990,80486,110,0,1600
7250,80000,110,0,1600
6900,79000,86,0,1300
7750,78894,110,0,1600
7250,78689,110,0,1600
8950,78435,86,0,1300
8500,78260,110,0,1600
7950,78120,110,0,1600
6950,77000,86,0,1300
8000,77000,110,0,1600
7950,76382,110,0,1600
8500,76268,86,0,1300
7490,76151,86,0,1300
8250,76000,110,0,1600
9250,76000,110,0,1600
7950,75840,86,0,1300
9500,75799,110,0,1600
8950,75525,110,0,1600
8450,75323,86,0,1300
7995,75322,110,0,1600
8750,75226,110,0,1600
5950,75085,86,0,1300
8500,75000,110,0,1600
8950,75000,86,0,1300
8750,75000,86,0,1300
7600,74926,110,0,1600
7145,74785,110,0,1600
8450,74573,110,0,1600
5950,74567,86,0,1300
9000,74196,110,0,1600
7250,74151,110,0,1600
7400,74096,110,0,1600
8800,74093,110,0,1600
7750,74000,110,0,1600
7500,74000,86,0,1300
8450,73638,86,1,1300
7400,73460,110,0,1600
7500,73200,110,0,1600
8950,73116,110,0,1600
8950,73014,110,0,1600
7950,72703,110,0,1600
7950,72328,110,0,1600
7950,72222,110,0,1600
8950,72128,107,1,1600
7750,72090,110,0,1600
8250,72000,110,0,1600
7950,72000,110,0,1600
7750,71900,86,0,1300
8500,71825,110,0,1600
6950,71740,110,0,1600
7500,71500,110,0,1600
7750,71359,110,0,1600
5950,71263,86,0,1300
7500,71186,110,0,1600
8950,71054,86,1,1300
7950,71000,110,0,1600
6900,70939,110,1,1600
7450,70932,110,0,1600
8500,70597,107,1,1600
7500,70482,110,0,1600
8750,70124,110,0,1600
7500,70039,110,0,1600
9950,69904,110,0,1600
7950,69388,86,0,1300
9950,69320,110,0,1600
9250,69000,110,0,1600
9250,68988,86,0,1300
9950,68945,110,0,1600
5950,68285,110,0,1600
7995,68000,110,0,1600
8950,68000,86,1,1300
7450,67451,86,0,1300
8250,67266,86,0,1300
8500,67255,110,0,1600
8500,67100,110,0,1600
9400,67092,72,0,2000
7250,66880,110,0,1600
8950,66855,110,0,1600
9450,66843,110,0,1600
8500,66718,110,0,1600
6750,66168,86,0,1300
7400,65950,110,0,1600
8950,65500,86,0,1300
6900,65307,110,0,1600
7750,65254,86,0,1300
8950,65021,72,0,2000
6950,65006,86,0,1300
8495,64280,110,0,1600
10000,64000,107,1,1600
6999,64000,110,0,1600
8950,64000,110,0,1600
8500,63918,110,0,1600
8750,63634,110,0,1600
7499,63500,110,0,1600
9000,63266,110,0,1600
8950,62595,110,0,1600
6950,62581,110,0,1600
8500,62285,110,0,1600
8450,61906,86,1,1300
8950,61700,110,0,1600
8250,61648,110,0,1600
7950,61626,86,0,1300
7450,61510,110,0,1600
9000,61165,107,1,1600
7150,61000,110,0,1600
7750,60833,110,0,1600
5845,60600,86,0,1300
8500,60483,110,0,1600
8250,60476,110,0,1600
9450,60142,110,0,1600
6750,60050,110,0,1600
8400,60000,110,0,1600
7900,60000,110,0,1600
7950,59815,110,0,1587
8750,59326,110,0,1600
9900,59240,110,0,1600
6495,59164,110,0,1600
8250,59017,107,1,1600
6900,58952,110,0,1600
7500,58454,86,0,1300
7950,58341,86,1,1300
8250,58267,110,0,1600
8950,58000,110,0,1600
9750,57829,110,0,1600
8250,57787,86,0,1300
8900,57628,110,0,1600
8950,57537,86,0,1300
6750,57263,110,0,1600
7950,57144,110,0,1600
8600,57096,86,0,1300
7750,57000,86,0,1300
7800,56566,110,0,1600
8750,56307,110,0,1600
9500,56214,86,0,1300
7750,56132,110,0,1600
9950,55425,110,0,1600
7750,54439,86,0,1300
5950,53809,110,0,1600
10950,53133,110,0,1600
9450,52900,110,0,1600
8250,52700,110,0,1600
9750,52320,110,0,1600
7450,52287,110,0,1600
8750,52000,110,0,1600
8750,52000,110,0,1600
8500,52000,110,1,1600
8950,51874,86,0,1300
7500,49827,86,0,1300
7250,49640,110,0,1600
7450,49580,110,0,1600
8750,49170,86,0,1300
9800,48838,110,0,1600
7500,48576,86,0,1300
8950,48400,110,0,1600
8950,48242,86,0,1300
7450,47955,110,0,1600
8950,47633,110,0,1600
10500,47400,86,0,1300
7000,47360,86,0,1300
8500,45507,110,0,1600
7750,45410,86,0,1300
8950,44850,110,0,1600
8250,44826,110,0,1600
9250,44444,110,0,1600
7900,43720,110,0,1600
8500,43622,86,0,1300
7950,43532,110,0,1600
9950,42800,110,0,1600
8750,42317,107,1,1600
7500,42186,110,0,1600
6950,42000,110,0,1600
8950,40093,110,0,1600
8750,39800,107,1,1600
7750,39168,86,0,1300
8450,38945,110,0,1600
8150,36537,110,1,1600
8500,36000,86,1,1300
7600,36000,110,0,1600
7950,35821,86,1,1300
7750,34717,86,0,1300
7950,34000,86,0,1300
9950,30964,110,1,1600
8950,29000,86,1,1300
8450,26000,86,0,1300
8950,24000,86,1,1300
8450,23000,86,0,1300
7500,20544,86,0,1300
10845,19000,86,0,1300
8500,17016,86,0,1300
7250,16916,86,0,1300
6950,1,110,0,1600
